item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	optional-payment-type-exclusion	merchant-shipping-group	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	maximum-retail-price
BRONGS Vastu Yellow Vase | Height - 37 cm | Decorative Pot for Home & Office | Feng Shui Showpiece for Positive Energy, Prosperity & Good Luck | Resin Table Decor Gift	The yellow vase also puts an end to the dissipation and wearing-away of vitality ,health and relationships by providing them with strength and power. if you feel skills are being wasted or not being put to proper use, then by just placing the yellow vase in the south to south-west zone you can make sure that your abilities and talents are used beneficially. it also comes in handy when there is no alternative to shifting a bedroom made in the SSW zone.	0609FTYGOXU	BG-37-CM-YELLOW-VASE	1049		2025-06-09 11:08:29 IST		y	1			11				B0FCFC736X						B0FCFC736X				AMAZON_IN	1047.0													Template								1999.0
BRONGS Brass Swastik (卐) Sathiya Wall Hanging Yantra |Weight-100gm Approx |Size-3 Inch |Decorative Home Decor Symbol for Positive Vibes |Pack Of 1	The word SWASTIK, which meaning "being pleased," is derived from Sanskrit, an ancient Indian language. One of the finest remedies for any vastu issues is swastika. The versatile Pyramid Vastu Swastika can be used to promote wealth, success, and rapid advancement in the home and business (ideal for all homes, office, shops & factory). Ganesha's symbol is the Swastika Pyramid, which has pyramids engraved on it. This particular Swastika is a fortunate sign of prosperity and well-being. It can be fastened to the exterior wall of your home or room. In addition to bringing luck and great energy, this Swastika pyramid also removes all impediments from any endeavour. Since thousands of years ago, nearly every culture in almost.	0224HQ2Q3LI	BG-3IN-BRASS-SWASTIK-ST-1	299	10	2026-02-24 16:24:23 IST		y	1			11				B0GPXR9VJH						B0GPXR9VJH			0	DEFAULT														Template								599.0
BRONGS Brass Swastik (卐) Sathiya Wall Hanging Yantra | Size-3 Inch |Weight of 1 Swastik-100gm Approx |Decorative Home Decor Symbol for Positive Vibes |Pack of 3	The word SWASTIK, which meaning "being pleased," is derived from Sanskrit, an ancient Indian language. One of the finest remedies for any vastu issues is swastika. The versatile Pyramid Vastu Swastika can be used to promote wealth, success, and rapid advancement in the home and business (ideal for all homes, office, shops & factory). Ganesha's symbol is the Swastika Pyramid, which has pyramids engraved on it. This particular Swastika is a fortunate sign of prosperity and well-being. It can be fastened to the exterior wall of your home or room. In addition to bringing luck and great energy, this Swastika pyramid also removes all impediments from any endeavour. Since thousands of years ago, nearly every culture in almost	0224HPVK5ZA	BG-3IN-BRASS-SWASTIK-ST-3	699	10	2026-02-24 16:24:24 IST		y	1			11				B0GPXKSYR9						B0GPXKSYR9			0	DEFAULT														Template								999.0
BRONGS Vastu Copper Pyramid Energy Plate | 3 Inch | Set of 3 |Vastu Correction Pyramids for Home, Office & Shop | Vastu Shastra Remedies for Positive Energy	Transform your living or working space with this set of 3 Vastu Pyramid Energy Plates – a powerful Vastu correction tool designed to harmonize energy imbalances. Based on ancient Vastu Shastra principles, each square plate contains 9 pyramids that act as neutralizing negative influences and enhancing the flow of positive energy.	0826FOBHLV8	BG-3INCH-COPPER-9PYRAMID-PLATE-ST-3	1499	5	2025-08-26 18:17:45 IST		y	1			11				B0FNRQQ99P						B0FNRQQ99P			0	DEFAULT	1497.0													Template								1999.0
BRONGS Vastu Copper Pyramid Energy Plate | 3 Inch | Set of 9 |Vastu Correction Pyramids for Home, Office & Shop | Vastu Shastra Remedies for Positive Energy	Transform your living or working space with this set of 3 Vastu Pyramid Energy Plates – a powerful Vastu correction tool designed to harmonize energy imbalances. Based on ancient Vastu Shastra principles, each square plate contains 9 pyramids that act as neutralizing negative influences and enhancing the flow of positive energy.	0826FOD6O27	BG-3INCH-COPPER-9PYRAMID-PLATE-ST-9	4999	5	2025-08-26 18:17:46 IST		y	1			11				B0FNRR4KGS						B0FNRR4KGS			0	DEFAULT	4997.0													Template								5999.0
BRONGS Brass Chariot with Lord Krishna, Arjuna and Lord Hanuman |Krishna Arjun Rath Idol|Vastu Idol for Home and Office | 9.5 Inch Approx |Ideal Zonal Placement - North/East | Arjun Rath Brass	Elevate your space with the timeless beauty of our handcrafted brass statue, a perfect blend of traditional Indian artistry and divine inspiration. Each piece is meticulously cast using good-quality brass, reflecting the rich cultural heritage and fine craftsmanship of skilled artisans. Whether placed in your home, office, meditation room, or pooja space, this brass idol adds a touch of spiritual grace and aesthetic charm.	0526FOEENSU	BG-4-HORSE-RATH	3899	5	2025-05-26 17:58:57 IST		y	1			11				B0F9X8TCQ8						B0F9X8TCQ8			0	DEFAULT	3897.0													Template								4999.0
BRONGS Blue Vastu Correction Tape | 4 Inch (96mm) Approx | Length- 20 Meter Approx | Toilet Vastu Remedy | Pack of 1	There are red, white, green, blue, yellow coloured plastic tapes, which are used for Vastu Dosh Correction in toilets, at the entrances, for balancing the panchtatvas at house.This Elemental Strip technique involves the use of color strips to correct the elemental imbalance in a space. In order to balance the affected zone, color strips (4"wide) are pasted on the floor or on the skirting along the floor.Green Colour tape can be used to enhance air element.	0311HC660B7	BG-4-IN-BLUE-TAPE	289	50	2026-03-11 08:18:17 IST		y	1			11				B0FHWPDGKR						B0FHWPDGKR			0	DEFAULT	287.0													Template								499.0
BRONGS Green Vastu Correction Tape | 4 Inch (96mm) Approx | Length- 20 Meter Approx | Toilet Vastu Remedy | Pack of 1	There are red, white, green, blue, yellow coloured plastic tapes, which are used for Vastu Dosh Correction in toilets, at the entrances, for balancing the panchtatvas at house.This Elemental Strip technique involves the use of color strips to correct the elemental imbalance in a space. In order to balance the affected zone, color strips (4"wide) are pasted on the floor or on the skirting along the floor.Green Colour tape can be used to enhance air element.	0311HBZXLPK	BG-4-IN-GREEN-TAPE	289		2026-03-11 09:22:30 IST		y	1			11				B0FHWP2NF5						B0FHWP2NF5				AMAZON_IN	287.0													Template								499.0
BRONGS Red Vastu Correction Tape | 4 Inch (96mm) Approx | Length- 20 Meter Approx | Toilet Vastu Remedy | Pack of 1	There are red, white, green, blue, yellow coloured plastic tapes, which are used for Vastu Dosh Correction in toilets, at the entrances, for balancing the panchtatvas at house.This Elemental Strip technique involves the use of color strips to correct the elemental imbalance in a space. In order to balance the affected zone, color strips (4"wide) are pasted on the floor or on the skirting along the floor.Green Colour tape can be used to enhance air element.	0311HC0PMEQ	BG-4-IN-RED-TAPE	289	10	2026-03-11 07:35:18 IST		y	1			11				B0FHWQ8BB7						B0FHWQ8BB7			0	DEFAULT	287.0													Template								499.0
BRONGS All Vastu Correction Tape | 3 Inch (72mm) Approx | Length- 20 Meter Approx | Toilet Vastu Remedy | Pack of 5	There are red, white, green, blue, yellow coloured plastic tapes, which are used for Vastu Dosh Correction in toilets, at the entrances, for balancing the panchtatvas at house.This Elemental Strip technique involves the use of color strips to correct the elemental imbalance in a space. In order to balance the affected zone, color strips (4"wide) are pasted on the floor or on the skirting along the floor.Green Colour tape can be used to enhance air element.	0721FNVT26M	BG-4-IN-TAPE-SET-5	1199	10	2025-07-21 17:54:15 IST		y	1			11				B0FJ8VVJJX						B0FJ8VVJJX			0	DEFAULT	1197.0													Template								1999.0
BRONGS White Vastu Correction Tape | 4 Inch (96mm) Approx | Length- 20 Meter Approx | Toilet Vastu Remedy | Pack of 1	There are red, white, green, blue, yellow coloured plastic tapes, which are used for Vastu Dosh Correction in toilets, at the entrances, for balancing the panchtatvas at house.This Elemental Strip technique involves the use of color strips to correct the elemental imbalance in a space. In order to balance the affected zone, color strips (4"wide) are pasted on the floor or on the skirting along the floor.Green Colour tape can be used to enhance air element.	0316HU80E6B	BG-4-IN-WHITE-TAPE	289	10	2026-03-16 09:55:32 IST		y	1			11				B0FHWQSS5Z						B0FHWQSS5Z			0	DEFAULT	287.0													Template								499.0
BRONGS Yellow Vastu Correction Tape | 4 Inch (96mm) Approx | Length- 20 Meter Approx | Toilet Vastu Remedy | Pack of 1	There are red, white, green, blue, yellow coloured plastic tapes, which are used for Vastu Dosh Correction in toilets, at the entrances, for balancing the panchtatvas at house.This Elemental Strip technique involves the use of color strips to correct the elemental imbalance in a space. In order to balance the affected zone, color strips (4"wide) are pasted on the floor or on the skirting along the floor.Green Colour tape can be used to enhance air element.	0310HBFXDKH	BG-4-IN-YELLOW-TAPE	289	48	2026-03-11 04:47:20 IST		y	1			11				B0FHWR6SW8						B0FHWR6SW8			0	DEFAULT	287.0													Template								499.0
BRONGS Brass Kuber Statue | Height - 10 cm Aprrox | Weight - 226 Gram Approx | Vastu Idol for Home and Office | Zonal Placement -North | kubera Idol	Elevate your space with the timeless beauty of our handcrafted brass statue, a perfect blend of traditional Indian artistry and divine inspiration. Each piece is meticulously cast using good-quality brass, reflecting the rich cultural heritage and fine craftsmanship of skilled artisans. Whether placed in your home, office, meditation room, or pooja space, this brass idol adds a touch of spiritual grace and aesthetic charm.	0526FOEJ66T	BG-4-INCH-DHAN-KUBER	1799		2025-05-26 17:58:57 IST		y	1			11				B0F9X8SZ2T						B0F9X8SZ2T				AMAZON_IN	1997.0													Template								2220.0
BRONGS Natural Golden Pyrite Stone (40–50 gm) | Golden Pyrite Crystal for Vastu, Wealth Attraction & Energy Healing	Golden Pyrite crystal is known for its shimmering golden color and powerful metaphysical properties. Commonly referred to as "Fool’s Gold," pyrite is more than a beautiful stone—it is believed to be a strong symbol of abundance, protection, and manifestation. Ideal for placing on your office desk, in cash drawers, or at home for energy balancing and vastu harmony. Each piece is raw and unpolished, making it perfect for healing rituals, grid setups, or spiritual decor.	0716F7Q0MVK	BG-40-50-GM-GOLDEN-PYRITE	299	20	2025-07-16 15:50:49 IST		y	1			11				B0FHQF5TKC						B0FHQF5TKC			0	DEFAULT	297.0													Template								358.0
BRONGS Aluminium Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Pack of 1	Crafted from high-quality aluminium, this helix is durable, rust-resistant, and effective in neutralizing negative energies. It is widely used to rectify architectural flaws such as missing corners, extended areas, or imbalanced energy fields. Simply place the helix on floor as per Vastu guidelines for optimal results.The Vastu Aluminium Helix is a powerful tool for correcting Vastu defects and balancing energy in your home and office.	0901F5SX7PD	BG-4IN-ALUMINIUM-HELIX-SET-1	399	48	2025-09-01 15:56:08 IST		y	1			11				B0FPD3JPG7						B0FPD3JPG7			0	DEFAULT	397.0													Template								999.0
BRONGS Aluminium Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Pack of 3	Crafted from high-quality aluminium, this helix is durable, rust-resistant, and effective in neutralizing negative energies. It is widely used to rectify architectural flaws such as missing corners, extended areas, or imbalanced energy fields. Simply place the helix on floor as per Vastu guidelines for optimal results.The Vastu Aluminium Helix is a powerful tool for correcting Vastu defects and balancing energy in your home and office.	0901F5P1JAI	BG-4IN-ALUMINIUM-HELIX-SET-3	799	10	2025-09-01 15:55:59 IST		y	1			11				B0FPCZHMKK						B0FPCZHMKK			0	DEFAULT	797.0													Template								999.0
BRONGS Brass Hii Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 1	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0901F5MXJGH	BG-4IN-BRASS-HII-HELIX-SET-1	549	10	2025-09-01 15:56:03 IST		y	1			11				B0FPD3Q943						B0FPD3Q943			0	DEFAULT	547.0													Template								999.0
BRONGS Brass Hii Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 3	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0901F5NYKFW	BG-4IN-BRASS-HII-HELIX-SET-3	1679	5	2025-09-01 15:55:58 IST		y	1			11				B0FPD14H7P						B0FPD14H7P			0	DEFAULT	1397.0													Template								1999.0
BRONGS Brass Plain Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 1	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0901F5SHTSJ	BG-4IN-BRASS-PLAIN-HELIX-SET-1	549	49	2025-09-01 15:56:04 IST		y	1			11				B0FPCZY5L9						B0FPCZY5L9			0	DEFAULT	547.0													Template								999.0
BRONGS Brass Plain Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 3	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0901F5L4WEA	BG-4IN-BRASS-PLAIN-HELIX-SET-3	1679	5	2025-09-01 15:55:57 IST		y	1			11				B0FPD26RTW						B0FPD26RTW			0	DEFAULT	1397.0													Template								1999.0
BRONGS Brass Shree Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 1	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0901F5T32WA	BG-4IN-BRASS-SHREE-HELIX-SET-1	549	19	2025-09-01 15:56:03 IST		y	1			11				B0FPD1M22W						B0FPD1M22W			0	DEFAULT	547.0													Template								999.0
BRONGS Brass Shree Helix | 4 Inch | Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 3	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0901F5N6Y3Y	BG-4IN-BRASS-SHREE-HELIX-SET-3	1679	5	2025-09-01 15:55:58 IST		y	1			11				B0FPD2LS5Q						B0FPD2LS5Q			0	DEFAULT	1397.0													Template								1999.0
BRONGS Brass Swastik (卐) Sathiya Wall Hanging Yantra |Weight-200gm Approx |Size-4 Inch |Decorative Home Decor Symbol for Positive Vibes |Pack Of 1	The word SWASTIK, which meaning "being pleased," is derived from Sanskrit, an ancient Indian language. One of the finest remedies for any vastu issues is swastika. The versatile Pyramid Vastu Swastika can be used to promote wealth, success, and rapid advancement in the home and business (ideal for all homes, office, shops & factory). Ganesha's symbol is the Swastika Pyramid, which has pyramids engraved on it. This particular Swastika is a fortunate sign of prosperity and well-being. It can be fastened to the exterior wall of your home or room. In addition to bringing luck and great energy, this Swastika pyramid also removes all impediments from any endeavour. Since thousands of years ago, nearly every culture in almost	0224HQ1UP0P	BG-4IN-BRASS-SWASTIK-ST-1	399	10	2026-02-24 16:24:24 IST		y	1			11				B0GPXM64GV						B0GPXM64GV			0	DEFAULT														Template								799.0
BRONGS Brass Swastik (卐) Sathiya Wall Hanging Yantra |Weight of 1 Swastik -200gm Approx |Size-4 Inch |Decorative Home Decor Symbol for Positive Vibes |Pack of 3	The word SWASTIK, which meaning "being pleased," is derived from Sanskrit, an ancient Indian language. One of the finest remedies for any vastu issues is swastika. The versatile Pyramid Vastu Swastika can be used to promote wealth, success, and rapid advancement in the home and business (ideal for all homes, office, shops & factory). Ganesha's symbol is the Swastika Pyramid, which has pyramids engraved on it. This particular Swastika is a fortunate sign of prosperity and well-being. It can be fastened to the exterior wall of your home or room. In addition to bringing luck and great energy, this Swastika pyramid also removes all impediments from any endeavour. Since thousands of years ago, nearly every culture in almost	0224HQ160V3	BG-4IN-BRASS-SWASTIK-ST-3	899	10	2026-02-24 16:24:25 IST		y	1			11				B0GPXK8BMF						B0GPXK8BMF			0	DEFAULT														Template								1099.0
BRONGS Zinc Chand Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NE | Pack of 1	North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area.	0901F5ULRQK	BG-4IN-CHAND-ZINC-HELIX-SET-1	489	48	2025-09-01 15:56:09 IST		y	1			11				B0FPD1MGR3						B0FPD1MGR3			0	DEFAULT	487.0													Template								999.0
BRONGS Zinc Chand Helix | 4 Inch |Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NE | Pack of 3	North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area.	0901F5OPM3S	BG-4IN-CHAND-ZINC-HELIX-SET-3	989	50	2025-09-01 15:56:00 IST		y	1			11				B0FPD35F9P						B0FPD35F9P			0	DEFAULT	987.0													Template								1499.0
BRONGS Copper Gaa Helix | 4 Inch | Energy Booster Vastu Remedy |Weight - 160 Gram Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 1	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5SOM7F	BG-4IN-COPPER-GAA-HELIX-SET-1	599	10	2025-09-01 15:56:05 IST		y	1			11				B0FPD34BG8						B0FPD34BG8			0	DEFAULT	597.0													Template								999.0
BRONGS Copper Gaa Helix | 4 Inch | Energy Booster Vastu Remedy |Weight - 160 Gram (Single Helix) Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 3	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5UOAM8	BG-4IN-COPPER-GAA-HELIX-SET-3	1679	5	2025-09-01 15:55:56 IST		y	1			11				B0FPD31CZ1						B0FPD31CZ1			0	DEFAULT	1497.0													Template								2199.0
BRONGS Copper Hii Helix | 4 Inch | Energy Booster Vastu Remedy |Weight - 144 Gram Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 1	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5N661A	BG-4IN-COPPER-HII-HELIX-SET-1	599		2025-09-01 15:56:05 IST		y	1			11				B0FPD1DMTW						B0FPD1DMTW				AMAZON_IN	597.0													Template								999.0
BRONGS Copper Hii Helix |Size- 4 Inch |Energy Booster Vastu Remedy |Weight - 144 Gram (Single Helix) Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 3	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5KYOKN	BG-4IN-COPPER-HII-HELIX-SET-3	1679	5	2025-09-01 15:55:55 IST		y	1			11				B0FPD3YL35						B0FPD3YL35			0	DEFAULT	1497.0													Template								2199.0
BRONGS Copper Plain Helix |Size- 4 Inch | Energy Booster Vastu Remedy |Weight - 132 Gram Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 1	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5OT12H	BG-4IN-COPPER-PLAIN-HELIX-SET-1	599	50	2025-09-01 15:56:06 IST		y	1			11				B0FPD13RGK						B0FPD13RGK			0	DEFAULT	597.0													Template								999.0
BRONGS Copper Plain Helix |Size- 4 Inch |Energy Booster Vastu Remedy |Weight - 132 Gram (Single Helix) Approx |Vastu Helix Remedy for Zone Correction |Zonal Placement - SE | Pack of 3	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5P1GDJ	BG-4IN-COPPER-PLAIN-HELIX-SET-3	1679	5	2025-09-01 15:55:57 IST		y	1			11				B0FPD12NYG						B0FPD12NYG			0	DEFAULT	1497.0													Template								2199.0
BRONGS Lead Gaa Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 1	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0901F5L0SK1	BG-4IN-LEAD-GAA-HELIX-SET-1	479	20	2025-09-01 15:56:07 IST		y	1			11				B0FPD38SM8						B0FPD38SM8			0	DEFAULT	477.0													Template								999.0
BRONGS Lead Gaa Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 3	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0901F5RBS6O	BG-4IN-LEAD-GAA-HELIX-SET-3	999	10	2025-09-01 15:56:02 IST		y	1			11				B0FPD2DL92						B0FPD2DL92			0	DEFAULT	997.0													Template								1499.0
BRONGS Lead Plain Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 1	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0901F5L0ZDV	BG-4IN-LEAD-PLAIN-HELIX-SET-1	479	49	2025-09-01 15:56:07 IST		y	1			11				B0FPD2LXZR						B0FPD2LXZR			0	DEFAULT	477.0													Template								999.0
BRONGS Lead Plain Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 3	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0901F5SXB7P	BG-4IN-LEAD-PLAIN-HELIX-SET-3	999	50	2025-09-01 15:56:01 IST		y	1			11				B0FPD1CS6V						B0FPD1CS6V			0	DEFAULT	997.0													Template								1499.0
BRONGS 4 Inch Tridhatu Hollow Pyramid | Energy Balancing Pyramid for Vastu Remedies, Meditation & Spiritual Healing | Vastu Correction Tool	The 4-inch Tridhatu Hollow Pyramid by BRONGS is a powerful spiritual remedy tool used to correct energy imbalances, enhance Vastu compliance, and harmonize space vibrations. The open pyramid structure aligns spiritual energies, ideal for placing in energy corners of homes and workplaces.	0708FHW8ET6	BG-4IN-TRIDHATU-HOLLOW-PYRAMID	799	10	2025-07-08 15:27:08 IST		y	1			11				B0FH2FHKGL						B0FH2FHKGL			0	DEFAULT	797.0													Template								899.0
